#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
P51617	Q9NWZ3	1	IL1	13	physical	IRAK1	IRAK4
P51617	O43318	1	IL1	13	physical	IRAK1	MAP3K7
P51617	Q99836	1	IL1	13	physical	IRAK1	MYD88
P51617	Q96FA3	1	IL1	13	physical	IRAK1	PELI1
P51617	Q9HAT8	1	IL1	13	physical	IRAK1	PELI2
P51617	Q9HAT8	1	IL1	13	Phosphorylation	IRAK1	PELI2
P51617	Q13501	1	IL1	13	physical	IRAK1	SQSTM1
P51617	Q15750	1	IL1	13	physical	IRAK1	TAB1
P51617	Q9NYJ8	1	IL1	13	physical	IRAK1	TAB2
P51617	Q9H0E2	1	IL1	13	Phosphorylation	IRAK1	TOLLIP
P51617	Q9Y4K3	1	IL1	13	physical	IRAK1	TRAF6
O43187	P14778	1	IL1	13	physical	IRAK2	IL1R1
O43187	Q99836	1	IL1	13	physical	IRAK2	MYD88
O43187	Q9Y4K3	1	IL1	13	physical	IRAK2	TRAF6
Q9NWZ3	P01583	1	IL1	13	physical	IRAK4	IL1A
Q9NWZ3	P14778	1	IL1	13	physical	IRAK4	IL1R1
Q9NWZ3	Q9NPH3	1	IL1	13	physical	IRAK4	IL1RAP
Q9NWZ3	P51617	1	IL1	13	Phosphorylation	IRAK4	IRAK1
Q9NWZ3	P51617	1	IL1	13	physical	IRAK4	IRAK1
Q9NWZ3	Q99836	1	IL1	13	physical	IRAK4	MYD88
Q9NWZ3	Q96FA3	1	IL1	13	physical	IRAK4	PELI1
Q9NWZ3	Q9Y4K3	1	IL1	13	physical	IRAK4	TRAF6
Q99558	O15111	1	IL1	13	physical	MAP3K14	CHUK
Q99558	O43318	1	IL1	13	physical	MAP3K14	MAP3K7
Q9Y2U5	O15111	1	IL1	13	physical	MAP3K2	CHUK
Q9Y2U5	O14920	1	IL1	13	physical	MAP3K2	IKBKB
Q9Y2U5	P45985	1	IL1	13	Phosphorylation	MAP3K2	MAP2K4
Q9Y2U5	O14733	1	IL1	13	Phosphorylation	MAP3K2	MAP2K7
Q9Y2U5	Q99759	1	IL1	13	physical	MAP3K2	MAP3K3
Q9Y2U5	P25963	1	IL1	13	physical	MAP3K2	NFKBIA
Q9Y2U5	Q15653	1	IL1	13	physical	MAP3K2	NFKBIB
Q9Y2U5	Q04206	1	IL1	13	physical	MAP3K2	RELA
Q99759	O15111	1	IL1	13	physical	MAP3K3	CHUK
Q99759	O14920	1	IL1	13	physical	MAP3K3	IKBKB
Q99759	Q9Y2U5	1	IL1	13	physical	MAP3K3	MAP3K2
Q99759	O43318	1	IL1	13	physical	MAP3K3	MAP3K7
Q99759	P25963	1	IL1	13	physical	MAP3K3	NFKBIA
Q99759	Q15653	1	IL1	13	physical	MAP3K3	NFKBIB
Q99759	Q04206	1	IL1	13	physical	MAP3K3	RELA
Q99759	Q9Y4K3	1	IL1	13	physical	MAP3K3	TRAF6
O43318	O15111	1	IL1	13	physical	MAP3K7	CHUK
O43318	Q969U6	1	IL1	13	physical	MAP3K7	FBXW5
O43318	O95163	1	IL1	13	physical	MAP3K7	IKBKAP
O43318	P51617	1	IL1	13	physical	MAP3K7	IRAK1
O43318	Q99558	1	IL1	13	physical	MAP3K7	MAP3K14
O43318	Q99558	1	IL1	13	Phosphorylation	MAP3K7	MAP3K14
O43318	Q99759	1	IL1	13	physical	MAP3K7	MAP3K3
O43318	O00743	1	IL1	13	physical	MAP3K7	PPP6C
O43318	Q15750	1	IL1	13	physical	MAP3K7	TAB1
O43318	Q9NYJ8	1	IL1	13	physical	MAP3K7	TAB2
O43318	Q9Y4K3	1	IL1	13	physical	MAP3K7	TRAF6
Q99836	P01583	1	IL1	13	physical	MYD88	IL1A
Q99836	P14778	1	IL1	13	physical	MYD88	IL1R1
Q99836	Q9NPH3	1	IL1	13	physical	MYD88	IL1RAP
Q99836	P51617	1	IL1	13	physical	MYD88	IRAK1
Q99836	O43187	1	IL1	13	physical	MYD88	IRAK2
Q99836	Q9NWZ3	1	IL1	13	physical	MYD88	IRAK4
P25963	O15111	1	IL1	13	physical	NFKBIA	CHUK
P25963	O14920	1	IL1	13	physical	NFKBIA	IKBKB
P25963	Q9Y2U5	1	IL1	13	physical	NFKBIA	MAP3K2
P25963	Q99759	1	IL1	13	physical	NFKBIA	MAP3K3
P25963	Q15653	1	IL1	13	physical	NFKBIA	NFKBIB
P25963	Q04206	1	IL1	13	physical	NFKBIA	RELA
Q15653	O15111	1	IL1	13	physical	NFKBIB	CHUK
Q15653	O14920	1	IL1	13	physical	NFKBIB	IKBKB
Q15653	Q9Y2U5	1	IL1	13	physical	NFKBIB	MAP3K2
Q15653	Q99759	1	IL1	13	physical	NFKBIB	MAP3K3
Q15653	P25963	1	IL1	13	physical	NFKBIB	NFKBIA
Q15653	Q04206	1	IL1	13	physical	NFKBIB	RELA
Q96FA3	P51617	1	IL1	13	physical	PELI1	IRAK1
Q96FA3	Q9NWZ3	1	IL1	13	physical	PELI1	IRAK4
Q96FA3	Q9Y4K3	1	IL1	13	physical	PELI1	TRAF6
Q9HAT8	P51617	1	IL1	13	physical	PELI2	IRAK1
P27986	P14778	1	IL1	13	physical	PIK3R1	IL1R1
P27986	O00459	1	IL1	13	physical	PIK3R1	PIK3R2
O00459	P14778	1	IL1	13	physical	PIK3R2	IL1R1
O00459	P27986	1	IL1	13	physical	PIK3R2	PIK3R1
O00743	O43318	1	IL1	13	physical	PPP6C	MAP3K7
Q05513	Q9Y4K3	1	IL1	13	physical	PRKCZ	TRAF6
Q06124	P78324	1	IL1	13	physical	PTPN11	SIRPA
Q04206	O15111	1	IL1	13	physical	RELA	CHUK
Q04206	O14920	1	IL1	13	physical	RELA	IKBKB
Q04206	Q9Y2U5	1	IL1	13	physical	RELA	MAP3K2
Q04206	Q99759	1	IL1	13	physical	RELA	MAP3K3
Q04206	P25963	1	IL1	13	physical	RELA	NFKBIA
Q04206	Q15653	1	IL1	13	physical	RELA	NFKBIB
P78324	Q9NPH3	1	IL1	13	physical	SIRPA	IL1RAP
P78324	Q06124	1	IL1	13	physical	SIRPA	PTPN11
Q13501	P51617	1	IL1	13	physical	SQSTM1	IRAK1
Q13501	Q9Y4K3	1	IL1	13	physical	SQSTM1	TRAF6
Q15750	P51617	1	IL1	13	physical	TAB1	IRAK1
Q15750	O43318	1	IL1	13	physical	TAB1	MAP3K7
Q15750	Q9NYJ8	1	IL1	13	physical	TAB1	TAB2
Q15750	Q9Y4K3	1	IL1	13	physical	TAB1	TRAF6
Q9NYJ8	O15111	1	IL1	13	physical	TAB2	CHUK
Q9NYJ8	P51617	1	IL1	13	physical	TAB2	IRAK1
Q9NYJ8	O43318	1	IL1	13	physical	TAB2	MAP3K7
Q9NYJ8	Q15750	1	IL1	13	physical	TAB2	TAB1
Q9NYJ8	Q9Y4K3	1	IL1	13	physical	TAB2	TRAF6
Q8N5C8	Q9Y4K3	1	IL1	13	physical	TAB3	TRAF6
Q9H0E2	P14778	1	IL1	13	physical	TOLLIP	IL1R1
Q9H0E2	Q9NPH3	1	IL1	13	physical	TOLLIP	IL1RAP
Q9Y4K3	O15111	1	IL1	13	physical	TRAF6	CHUK
Q9Y4K3	Q9BQ95	1	IL1	13	physical	TRAF6	ECSIT
Q9Y4K3	P14778	1	IL1	13	physical	TRAF6	IL1R1
Q9Y4K3	P51617	1	IL1	13	physical	TRAF6	IRAK1
Q9Y4K3	O43187	1	IL1	13	physical	TRAF6	IRAK2
Q9Y4K3	Q9NWZ3	1	IL1	13	physical	TRAF6	IRAK4
Q9Y4K3	Q99759	1	IL1	13	physical	TRAF6	MAP3K3
Q9Y4K3	O43318	1	IL1	13	Ubiquitination	TRAF6	MAP3K7
Q9Y4K3	O43318	1	IL1	13	physical	TRAF6	MAP3K7
Q9Y4K3	Q96FA3	1	IL1	13	physical	TRAF6	PELI1
Q9Y4K3	Q05513	1	IL1	13	physical	TRAF6	PRKCZ
Q9Y4K3	Q13501	1	IL1	13	physical	TRAF6	SQSTM1
Q9Y4K3	Q15750	1	IL1	13	physical	TRAF6	TAB1
Q9Y4K3	Q9NYJ8	1	IL1	13	physical	TRAF6	TAB2
Q9Y4K3	Q9NYJ8	1	IL1	13	Ubiquitination	TRAF6	TAB2
Q9Y4K3	Q8N5C8	1	IL1	13	Ubiquitination	TRAF6	TAB3
Q9Y4K3	Q8N5C8	1	IL1	13	physical	TRAF6	TAB3
P61088	Q9Y4K3	1	IL1	13	Ubiquitination	UBE2N	TRAF6
Q13404	Q9Y4K3	1	IL1	13	Ubiquitination	UBE2V1	TRAF6
